ID_TEST1,REF_ID,ORDER_ID,CREATE_DATE,TRADE_DATE,TRADE_ID,status,TRANS_SUB_TYPE,TRANS_TYPE,EXEC_BROKER,TARGET_NOTNL_AMT,TARGET_NOTNL_AMT,ORDER_TARGET_QTY,ALLOCATION_TARGET_QTY,PRIN_LOCAL_CRRNCY,acct_cd,SWAP_PARTY_IND,DEAL_SPREAD,FX_RATE,MKT_PRICE,LAST_RESET_PRICE,SEC_TYP_CD,SEC_NAME,SEC_TYP_CD,UnderlyingSecurityName,FIXED_RATE,FLOAT_RATE,INDEX_NAME,FIRST_PAYMENT_DATE,OTC_CLEAR_ELIG_IND,LOC_CRRNCY_CD,mature_date,PUT/CALL,ISSUE_DATE,LIST_EXCH_CD,LIST_EXCH_CD,STRIKE_PRICE,OPTN_EXPIRE_TYPE,EXPIRE_DATE,SENT_ACCT_DATE,sec_id,ID_TEST2
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS2051319081345,1880563555,5/13/2019 8:14,5/13/2019 0:00,77015410,ACCT,OPEN,BUYL,CITI,10000000,2500000,10000000,2500000,USD,9810,P,91,(null),100.4220495,(null),SWAPCDS,CVS HEALTH CORP CDS 06/20/2024,CB,CVS HEALTH CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:18,1880563533,BNYMDAY1USDCRPCDS1880563555
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS2051319081345,1880563555,5/13/2019 8:14,5/13/2019 0:00,77015411,ACCT,OPEN,BUYL,CITI,10000000,2500000,10000000,2500000,USD,9878,P,91,(null),100.4220495,(null),SWAPCDS,CVS HEALTH CORP CDS 06/20/2024,CB,CVS HEALTH CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:18,1880563533,BNYMDAY1USDCRPCDS1880563555
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS4051319081346,1880563557,5/13/2019 8:14,5/13/2019 0:00,77015412,ACCT,OPEN,BUYL,MLCO,10000000,2500000,10000000,2500000,USD,3472,P,207,(null),113.0974219,(null),SWAPCDS,FORD MOTOR COMPANY CDS 06/20/24,CB,FORD MOTOR COMPANY,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563539,BNYMDAY1USDCRPCDS1880563557
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS4051319081346,1880563557,5/13/2019 8:14,5/13/2019 0:00,77015415,ACCT,OPEN,BUYL,MLCO,10000000,2500000,10000000,2500000,USD,7AJF,P,207,(null),113.0974219,(null),SWAPCDS,FORD MOTOR COMPANY CDS 06/20/24,CB,FORD MOTOR COMPANY,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563539,BNYMDAY1USDCRPCDS1880563557
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS4051319081346,1880563557,5/13/2019 8:14,5/13/2019 0:00,77015414,ACCT,OPEN,BUYL,MLCO,10000000,2500000,10000000,2500000,USD,9539,P,207,(null),113.0974219,(null),SWAPCDS,FORD MOTOR COMPANY CDS 06/20/24,CB,FORD MOTOR COMPANY,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563539,BNYMDAY1USDCRPCDS1880563557
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS4051319081346,1880563557,5/13/2019 8:14,5/13/2019 0:00,77015413,ACCT,OPEN,BUYL,MLCO,10000000,2500000,10000000,2500000,USD,9577,P,207,(null),113.0974219,(null),SWAPCDS,FORD MOTOR COMPANY CDS 06/20/24,CB,FORD MOTOR COMPANY,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563539,BNYMDAY1USDCRPCDS1880563557
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS3051319081345,1880563559,5/13/2019 8:14,5/13/2019 0:00,77015419,ACCT,OPEN,BUYL,GSCO,10000000,2500000,10000000,2500000,USD,70GB,R,93,(null),100.3279874,(null),SWAPCDS,DEVON ENERGY CORP CDS 06/20/2024,CB,DEVON ENERGY CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563536,BNYMDAY1USDCRPCDS1880563559
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS3051319081345,1880563559,5/13/2019 8:14,5/13/2019 0:00,77015417,ACCT,OPEN,BUYL,GSCO,10000000,2500000,10000000,2500000,USD,7AJF,R,93,(null),100.3279874,(null),SWAPCDS,DEVON ENERGY CORP CDS 06/20/2024,CB,DEVON ENERGY CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563536,BNYMDAY1USDCRPCDS1880563559
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS3051319081345,1880563559,5/13/2019 8:14,5/13/2019 0:00,77015416,ACCT,OPEN,BUYL,GSCO,10000000,2500000,10000000,2500000,USD,9539,R,93,(null),100.3279874,(null),SWAPCDS,DEVON ENERGY CORP CDS 06/20/2024,CB,DEVON ENERGY CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563536,BNYMDAY1USDCRPCDS1880563559
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS3051319081345,1880563559,5/13/2019 8:14,5/13/2019 0:00,77015418,ACCT,OPEN,BUYL,GSCO,10000000,2500000,10000000,2500000,USD,9752,R,93,(null),100.3279874,(null),SWAPCDS,DEVON ENERGY CORP CDS 06/20/2024,CB,DEVON ENERGY CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563536,BNYMDAY1USDCRPCDS1880563559
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS1051319081344,1880563562,5/13/2019 8:14,5/13/2019 0:00,77015421,ACCT,OPEN,BUYL,MSCO,10000000,2000000,10000000,2000000,USD,3472,R,415,(null),103.4940766,(null),SWAPCDS,BEAZER HOMES USA CDS 06/20/2024,CB,BEAZER HOMES USA,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563545,BNYMDAY1USDCRPCDS1880563562
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS1051319081344,1880563562,5/13/2019 8:14,5/13/2019 0:00,77015420,ACCT,OPEN,BUYL,MSCO,10000000,2000000,10000000,2000000,USD,7025,R,415,(null),103.4940766,(null),SWAPCDS,BEAZER HOMES USA CDS 06/20/2024,CB,BEAZER HOMES USA,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563545,BNYMDAY1USDCRPCDS1880563562
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS1051319081344,1880563562,5/13/2019 8:14,5/13/2019 0:00,77015424,ACCT,OPEN,BUYL,MSCO,10000000,2000000,10000000,2000000,USD,7AJF,R,415,(null),103.4940766,(null),SWAPCDS,BEAZER HOMES USA CDS 06/20/2024,CB,BEAZER HOMES USA,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563545,BNYMDAY1USDCRPCDS1880563562
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS1051319081344,1880563562,5/13/2019 8:14,5/13/2019 0:00,77015423,ACCT,OPEN,BUYL,MSCO,10000000,2000000,10000000,2000000,USD,9539,R,415,(null),103.4940766,(null),SWAPCDS,BEAZER HOMES USA CDS 06/20/2024,CB,BEAZER HOMES USA,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563545,BNYMDAY1USDCRPCDS1880563562
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS1051319081344,1880563562,5/13/2019 8:14,5/13/2019 0:00,77015422,ACCT,OPEN,BUYL,MSCO,10000000,2000000,10000000,2000000,USD,9577,R,415,(null),103.4940766,(null),SWAPCDS,BEAZER HOMES USA CDS 06/20/2024,CB,BEAZER HOMES USA,5,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:38,1880563545,BNYMDAY1USDCRPCDS1880563562
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS5051319081346,1880563564,5/13/2019 8:14,5/13/2019 0:00,77015425,ACCT,OPEN,BUYL,JPM,10000000,2500000,10000000,2500000,USD,3472,R,110,(null),99.53474723,(null),SWAPCDS,KRAFT HEINZ FOODS CO CDS 06/20/2024,CB,KRAFT HEINZ FOODS CO,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:58,1880563549,BNYMDAY1USDCRPCDS1880563564
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS5051319081346,1880563564,5/13/2019 8:14,5/13/2019 0:00,77015427,ACCT,OPEN,BUYL,JPM,10000000,2500000,10000000,2500000,USD,70GB,R,110,(null),99.53474723,(null),SWAPCDS,KRAFT HEINZ FOODS CO CDS 06/20/2024,CB,KRAFT HEINZ FOODS CO,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:58,1880563549,BNYMDAY1USDCRPCDS1880563564
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS5051319081346,1880563564,5/13/2019 8:14,5/13/2019 0:00,77015426,ACCT,OPEN,BUYL,JPM,10000000,2500000,10000000,2500000,USD,9752,R,110,(null),99.53474723,(null),SWAPCDS,KRAFT HEINZ FOODS CO CDS 06/20/2024,CB,KRAFT HEINZ FOODS CO,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:58,1880563549,BNYMDAY1USDCRPCDS1880563564
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS5051319081346,1880563564,5/13/2019 8:14,5/13/2019 0:00,77015428,ACCT,OPEN,BUYL,JPM,10000000,2500000,10000000,2500000,USD,9878,R,110,(null),99.53474723,(null),SWAPCDS,KRAFT HEINZ FOODS CO CDS 06/20/2024,CB,KRAFT HEINZ FOODS CO,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 13:58,1880563549,BNYMDAY1USDCRPCDS1880563564
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS6051319081347,1880563650,5/13/2019 8:14,5/13/2019 0:00,77015431,ACCT,OPEN,BUYL,MSCO,10000000,2500000,10000000,2500000,USD,70GB,P,104,(null),99.81343435,(null),SWAPCDS,HESS CORP CDS 06/20/2024,CB,HESS CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 14:23,1880563637,BNYMDAY1USDCRPCDS1880563650
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS6051319081347,1880563650,5/13/2019 8:14,5/13/2019 0:00,77015429,ACCT,OPEN,BUYL,MSCO,10000000,2500000,10000000,2500000,USD,7AJF,P,104,(null),99.81343435,(null),SWAPCDS,HESS CORP CDS 06/20/2024,CB,HESS CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 14:23,1880563637,BNYMDAY1USDCRPCDS1880563650
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS6051319081347,1880563650,5/13/2019 8:14,5/13/2019 0:00,77015430,ACCT,OPEN,BUYL,MSCO,10000000,2500000,10000000,2500000,USD,9752,P,104,(null),99.81343435,(null),SWAPCDS,HESS CORP CDS 06/20/2024,CB,HESS CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 14:23,1880563637,BNYMDAY1USDCRPCDS1880563650
BNYMDAY1USDCRPCDS,BNYMDAY1USDCRPCDS6051319081347,1880563650,5/13/2019 8:14,5/13/2019 0:00,77015432,ACCT,OPEN,BUYL,MSCO,10000000,2500000,10000000,2500000,USD,9878,P,104,(null),99.81343435,(null),SWAPCDS,HESS CORP CDS 06/20/2024,CB,HESS CORP,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC,(null),(null),(null),5/13/2019 14:23,1880563637,BNYMDAY1USDCRPCDS1880563650
BNYMDAY1USDSOVCDS,BNYMDAY1USDSOVCDS7051319081347,1880563656,5/13/2019 8:14,5/13/2019 0:00,77015435,ACCT,OPEN,BUYL,CITI,10000000,2500000,10000000,2500000,USD,70GB,R,130.5,(null),98.57767345,(null),SWAPCDS,RUSSIA CDS 06/20/2024,GOVTSF,RUSSIA,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC2,(null),(null),(null),5/13/2019 13:58,1880563644,BNYMDAY1USDSOVCDS1880563656
BNYMDAY1USDSOVCDS,BNYMDAY1USDSOVCDS7051319081347,1880563656,5/13/2019 8:14,5/13/2019 0:00,77015433,ACCT,OPEN,BUYL,CITI,10000000,2500000,10000000,2500000,USD,7AJF,R,130.5,(null),98.57767345,(null),SWAPCDS,RUSSIA CDS 06/20/2024,GOVTSF,RUSSIA,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC2,(null),(null),(null),5/13/2019 13:58,1880563644,BNYMDAY1USDSOVCDS1880563656
BNYMDAY1USDSOVCDS,BNYMDAY1USDSOVCDS7051319081347,1880563656,5/13/2019 8:14,5/13/2019 0:00,77015434,ACCT,OPEN,BUYL,CITI,10000000,2500000,10000000,2500000,USD,9752,R,130.5,(null),98.57767345,(null),SWAPCDS,RUSSIA CDS 06/20/2024,GOVTSF,RUSSIA,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC2,(null),(null),(null),5/13/2019 13:58,1880563644,BNYMDAY1USDSOVCDS1880563656
BNYMDAY1USDSOVCDS,BNYMDAY1USDSOVCDS7051319081347,1880563656,5/13/2019 8:14,5/13/2019 0:00,77015436,ACCT,OPEN,BUYL,CITI,10000000,2500000,10000000,2500000,USD,9810,R,130.5,(null),98.57767345,(null),SWAPCDS,RUSSIA CDS 06/20/2024,GOVTSF,RUSSIA,1,0.00001,(null),6/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC2,(null),(null),(null),5/13/2019 13:58,1880563644,BNYMDAY1USDSOVCDS1880563656
BNYMDAY1USDSOVCDS,BNYMDAY1USDSOVCDS8051319081348,1880563657,5/13/2019 8:14,5/13/2019 0:00,77015439,ACCT,OPEN,BUYL,GSCO,10000000,2500000,10000000,2500000,USD,70GB,P,497,(null),83.5674335,(null),SWAPCDS,TURKEY CDS 06/20/2024,GB,TURKEY,1,0.00001,(null),3/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC3,(null),(null),(null),5/13/2019 12:48,1880563647,BNYMDAY1USDSOVCDS1880563657
BNYMDAY1USDSOVCDS,BNYMDAY1USDSOVCDS8051319081348,1880563657,5/13/2019 8:14,5/13/2019 0:00,77015437,ACCT,OPEN,BUYL,GSCO,10000000,2500000,10000000,2500000,USD,7AJF,P,497,(null),83.5674335,(null),SWAPCDS,TURKEY CDS 06/20/2024,GB,TURKEY,1,0.00001,(null),3/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC3,(null),(null),(null),5/13/2019 12:48,1880563647,BNYMDAY1USDSOVCDS1880563657
BNYMDAY1USDSOVCDS,BNYMDAY1USDSOVCDS8051319081348,1880563657,5/13/2019 8:14,5/13/2019 0:00,77015438,ACCT,OPEN,BUYL,GSCO,10000000,2500000,10000000,2500000,USD,9752,P,497,(null),83.5674335,(null),SWAPCDS,TURKEY CDS 06/20/2024,GB,TURKEY,1,0.00001,(null),3/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC3,(null),(null),(null),5/13/2019 12:48,1880563647,BNYMDAY1USDSOVCDS1880563657
BNYMDAY1USDSOVCDS,BNYMDAY1USDSOVCDS8051319081348,1880563657,5/13/2019 8:14,5/13/2019 0:00,77015440,ACCT,OPEN,BUYL,GSCO,10000000,2500000,10000000,2500000,USD,9810,P,497,(null),83.5674335,(null),SWAPCDS,TURKEY CDS 06/20/2024,GB,TURKEY,1,0.00001,(null),3/20/2019 0:00,N,USD,6/20/2024 0:00,(null),3/20/2019 0:00,OTC,OTC3,(null),(null),(null),5/13/2019 12:48,1880563647,BNYMDAY1USDSOVCDS1880563657
BNYMDAY1USDETCTRS,BNYMDAY1USDETCTRS11051319081348,1880868725,5/13/2019 8:43,5/13/2019 0:00,77025379,ACCT,OPEN,BUYL,MSCO,7923.75,1980.9375,1000,250,USD,70GB,P,(null),1,7.92375,7.8988,SWAPTOT,TRS GB/CRUD 2Y 01/17/2020,ETFCOM,ETFS WTI CRUDE OIL,0.00E+00,0.00001,USD-LIBOR-BBA-1M,5/17/2019 0:00,N,USD,1/17/2020 0:00,(null),5/15/2019 0:00,OTC,LSE,7.92375,(null),(null),5/13/2019 14:43,1880234407,BNYMDAY1USDETCTRS1880868725
BNYMDAY1USDETCTRS,BNYMDAY1USDETCTRS11051319081348,1880868725,5/13/2019 8:43,5/13/2019 0:00,77025380,ACCT,OPEN,BUYL,MSCO,7923.75,1980.9375,1000,250,USD,9539,P,(null),1,7.92375,7.8988,SWAPTOT,TRS GB/CRUD 2Y 01/17/2020,ETFCOM,ETFS WTI CRUDE OIL,0.00E+00,0.00001,USD-LIBOR-BBA-1M,5/17/2019 0:00,N,USD,1/17/2020 0:00,(null),5/15/2019 0:00,OTC,LSE,7.92375,(null),(null),5/13/2019 14:43,1880234407,BNYMDAY1USDETCTRS1880868725
BNYMDAY1USDETCTRS,BNYMDAY1USDETCTRS11051319081348,1880868725,5/13/2019 8:43,5/13/2019 0:00,77025378,ACCT,OPEN,BUYL,MSCO,7923.75,1584.75,1000,200,USD,9810,P,(null),1,7.92375,7.8988,SWAPTOT,TRS GB/CRUD 2Y 01/17/2020,ETFCOM,ETFS WTI CRUDE OIL,0.00E+00,0.00001,USD-LIBOR-BBA-1M,5/17/2019 0:00,N,USD,1/17/2020 0:00,(null),5/15/2019 0:00,OTC,LSE,7.92375,(null),(null),5/13/2019 14:43,1880234407,BNYMDAY1USDETCTRS1880868725
BNYMDAY1USDETCTRS,BNYMDAY1USDETCTRS11051319081348,1880868725,5/13/2019 8:43,5/13/2019 0:00,77025377,ACCT,OPEN,BUYL,MSCO,7923.75,2377.125,1000,300,USD,9878,P,(null),1,7.92375,7.8988,SWAPTOT,TRS GB/CRUD 2Y 01/17/2020,ETFCOM,ETFS WTI CRUDE OIL,0.00E+00,0.00001,USD-LIBOR-BBA-1M,5/17/2019 0:00,N,USD,1/17/2020 0:00,(null),5/15/2019 0:00,OTC,LSE,7.92375,(null),(null),5/13/2019 14:43,1880234407,BNYMDAY1USDETCTRS1880868725
BNYMDAY1USDETCTRS,BNYMDAY1USDETCTRS12051319081348,1880868726,5/13/2019 8:45,5/13/2019 0:00,77025384,ACCT,OPEN,BUYL,MLCO,14790,4067.25,1000,275,USD,3472,R,(null),1,14.79,14.765,SWAPTOT,TRS GB/PHAG 2Y 01/17/2020,ETFCOM,ETFS PHYSICAL SILVER FD,0.00E+00,0.00001,USD-LIBOR-BBA-1M,5/17/2019 0:00,N,USD,1/17/2020 0:00,(null),5/15/2019 0:00,OTC,LSE,14.79,(null),(null),5/13/2019 14:43,1880234416,BNYMDAY1USDETCTRS1880868726
